15,BJY（5）,12163130020020,自卸车（厢斗）,运输设备,SX3254BM294,25T,206,,,陕西重汽,WD615．50,1508A001522,LZGELBM468G000330,在用,2,贝佳亚,5#营地,2013年11月30日,2008年7月3日,7350×2500×3400,," 286,088.46 ",," 286,088.46 ",,CILC转亚昌,永久,01417-208-16,
16,ZLGS,12163130020022,自卸车（厢斗）,运输设备,SX3254BM294,25T,206,2008年8月8日,,陕西重汽,WD615．50,1507L674305,LZGELBM468X036406,闲置,2,租赁公司,哈马地,2014年6月10日,2008年10月23日,7350*2500*3400,," 286,088.46 ",," 286,088.46 ",,CILC转亚昌,永久,02801-208-16,
17,ZB,12163130020024,自卸车（厢斗）,运输设备,SX3254BM294,25T,206,,,陕西重汽,WD615．50,1507K208648,LZGELBM467X042558,闲置,4-2,中  标,中标停车场,2014年11月12日,2008年4月26日,7350*2500*3400,," 268,795.39 ",," 268,795.39 ",,CILC转亚昌,永久,02860-207-16,
18,LMGS-XB（TF),12163130020025,自卸车（厢斗）,运输设备,SX3254BM294,25T,206,,,陕西重汽,WD615．50,1507K207070,LZGELBM467X042513,闲置,4-2,西  标,,2016年5月20日,2008年4月25日,7350*2500*3400,," 268,795.39 ",," 268,795.39 ",,CILC转亚昌,永久,02585-207-16,
19,TLB（路桥）,12163130020026,自卸车（厢斗）,运输设备,SX3254BM294,25T,206,2008年8月8日,,陕西重汽,WD615．50,1507L574399,LZGELBM458X036400,在用,2,铁路标,路桥工区,2014年11月10日,2008年10月21日,7350*2500*3400,," 268,795.39 ",," 268,795.39 ",,CILC转亚昌,永久,02863-208-16,
20,ZLGS,12163130020027,自卸车（厢斗）,运输设备,SX3254BM294,25T,206,2008年8月9日,,陕西重汽,WD615．50,1508E099282,LZGELBM458X035635,闲置,2,租赁公司,哈马地,2014年6月10日,2008年10月23日,7350*2500*3400,," 268,795.39 ",," 268,795.39 ",,CILC转亚昌,永久,02877-208-16,
21,XB,12163130020028,自卸车（厢斗）,运输设备,SX3254BM294,25T,206,2007年11月11日,,陕西重汽,WD615．50,1507K208659,LZGELBM457X042549,在用,2,西  标,,2013年11月30日,2008年1月24日,7350*2500*3400,," 266,988.04 ",," 266,988.04 ",,CILC转亚昌,永久,02683-207-16,
22,TLB（进口）,12163130020030,自卸车（厢斗）,运输设备,SX3254BM294,25T,206,2007年11月11日,,陕西重汽,WD615．50,1507J198917,LZGELBM457X042521,闲置,3,铁路标,隧道进口,2013年11月30日,2008年1月24日,7350*2500*3400,," 259,017.40 ",," 259,017.40 ",,CILC转亚昌,永久,02589-207-16,
23,BJY（TCC),12163130020033,自卸车（厢斗）,运输设备,SX3254BM294,25T,206,2007年11月11日,,陕西重汽,WD615．50,1508A001606,LZGELBM448G000276,闲置,4-2,贝佳亚,5#停车场,2013年11月30日,2008年7月3日,7350×2500×3400,," 266,988.04 ",," 266,988.04 ",,CILC转亚昌,永久,01636-208-16,
24,XB（TF),12163130020035,自卸车（厢斗）,运输设备,SX3254BM294,25T,206,2007年11月11日,,陕西重汽,WD615．50,1507J208641,LZGELBM437X042551,闲置,4-2,西  标,,2013年11月30日,2008年1月24日,7350*2500*3400,," 286,088.46 ",," 286,088.46 ",,CILC转亚昌,永久,02856-207-16,
25,TLB（阿福隆),12163130020036,自卸车（厢斗）,运输设备,SX3254BM294,25T,206,2007年11月11日,,陕西重汽,WD615．50,1507J196927,LZGELBM437X042534,闲置,4-2,铁路标,阿福隆营地,2013年11月30日,2008年1月24日,7350*2500*3400,," 286,088.46 ",," 286,088.46 ",,CILC转亚昌,永久,02852-207-16,
26,TLB（阿福隆),12163130020038,自卸车（厢斗）,运输设备,SX3254BM294,25T,206,2007年5月5日,,陕西重汽,WD615．50,1507J198912,LZGELBM437X042548,闲置,4-2,铁路标,阿福隆营地,2014年11月10日,2008年4月26日,7350*2500*3400,," 281,279.74 ",," 281,279.74 ",,CILC转亚昌,永久,02591-207-16,
27,TLB（阿福隆),12163130020039,自卸车（厢斗）,运输设备,SX3254BM294,25T,206,2007/12/9,,陕西重汽,WD615．50,1507K207099,LZGELBM437X042517,闲置,4-2,铁路标,阿福隆营地,2014年11月10日,2008年1月24日,7350*2500*3400,," 286,088.46 ",," 286,088.46 ",,CILC转亚昌,永久,02991-207-16,
28,ZB,12163130020040,自卸车（厢斗）,运输设备,SX3254BM294,25T,206,2008年8月8日,,陕西重汽,WD615．50,1507L674303,LZGELBM428X036404,在用,2,中  标,修理间旁边,2013年11月30日,2008年10月23日,7350*2500*3400,," 261,075.90 ",," 261,075.90 ",,CILC转亚昌,永久,02814-208-16,
29,XB,12163130020042,自卸车（厢斗）,运输设备,SX3254BM294,25T,206,2007年8月8日,,陕西重汽,WD615．50,1507G144960,LZGELBM427X028009,在用,2,西  标,,2013年11月30日,2007年11月18日,7350*2500*3400,," 317,731.16 ",," 317,731.16 ",,CILC转亚昌,永久,02995-207-16,
30,TLB（阿福隆),12163130020043,自卸车（厢斗）,运输设备,SX3254BM294,25T,206,,,陕西重汽,WD615．50,1507K208649,LZGELBM427X042542,闲置,4-2,铁路标,阿福隆营地,2013年11月30日,2008年4月25日,7350*2500*3400,," 317,731.16 ",," 317,731.16 ",,CILC转亚昌,永久,02695-207-16,
31,LMGS-XB,12163130020045,自卸车（厢斗）,运输设备,SX3254BM294,25T,206,2007年8月8日,,陕西重汽,WD615．50,1507L674306,LZGELBM418X036409,闲置,3,西  标,,2016年5月20日,2008年10月23日,7350*2500*3400,," 317,731.16 ",," 317,731.16 ",,CILC转亚昌,永久,02793-208-16,
32,LMGS-XB,12163130020046,自卸车（厢斗）,运输设备,SX3254BM294,25T,206,,,陕西重汽,WD615．50,1507J198900,LZGELBM417X042547,闲置,3,西  标,,2016年5月20日,2008年1月18日,7350*2500*3400,," 317,731.16 ",," 317,731.16 ",,CILC转亚昌,永久,02607-207-16,
33,BJY（TCC),12163130020048,自卸车（厢斗）,运输设备,SX3254BM294,25T,206,2007年8月8日,,陕西重汽,WD615．50,1507L674302,LZGELBM408X036403,闲置,4-2,贝佳亚,5#停车场,2014年10月31日,2008年10月21日,7350×2500×3400,," 317,731.16 ",," 317,731.16 ",,CILC转亚昌,永久,02816-208-16,
34,XB,12163130020049,自卸车（厢斗）,运输设备,SX3254BM294,25T,206,2007年8月8日,,陕西重汽,WD615．50,1508E099285,LZGELBM408X035638,闲置,3,西  标,,2013年11月30日,2008年10月21日,7350*2500*3400,," 317,731.16 ",," 317,731.16 ",,CILC转亚昌,永久,02823-208-16,
35,XB（TF),12163130020050,自卸车（厢斗）,运输设备,SX3254BM294,25T,206,2007年11月11日,,陕西重汽,WD615．50,1507K208652,LZGELBM407X042541,闲置,4-2,西  标,,2013年11月30日,2008年4月24日,7350*2500*3400,," 317,731.16 ",," 317,731.16 ",,CILC转亚昌,永久,02609-207-16,
36,TLB（路桥）,12163130020051,自卸车（厢斗）,运输设备,SX3254BM294,25T,206,,,陕西重汽,WD615．50,1507K208630,LZGELBM407X042555,在用,2,铁路标,路桥工区,2014年11月10日,2008年4月26日,7350*2500*3400,," 317,731.16 ",," 317,731.16 ",,CILC转亚昌,永久,02875-207-16,
37,TLB（阿福隆),12163130020052,自卸车（厢斗）,运输设备,SX3254BM294,25T,206,,,陕西重汽,WD615．50,1507K208633,LZGELBM407X042538,闲置,4-2,铁路标,阿福隆营地,2013年11月30日,2008年1月24日,7350*2500*3400,," 325,573.36 ",," 325,573.36 ",,CILC转亚昌,永久,02601-207-16,
38,TLB（进口）,12163130020054,自卸车（厢斗）,运输设备,SX3254BM294,25T,206,,,陕西重汽,WD615．50,1507J198044,LZGELBM407X042510,闲置,3,铁路标,隧道进口,2013年11月30日,2008年4月24日,7350*2500*3400,," 325,573.36 ",," 325,573.36 ",,CILC转亚昌,永久,02571-207-16,
39,TLB（出口）,12163130020055,自卸车（厢斗）,运输设备,SX3254BM294,25T,206,,,陕西重汽,WD615．50,1507J198007,LZGELBM407X042507,在用,2,铁路标,隧道出口,2013年11月30日,2008年4月24日,7350*2500*3400,," 325,573.36 ",," 325,573.36 ",,CILC转亚昌,永久,02485-207-16,
40,TLB（进口）,12163130020059,自卸车（厢斗）,运输设备,SX3254BM294,25T,206,,,陕西重汽,WD615．50,1507J198903,LZGEJBM487X042562 ,在用,2,铁路标,隧道进口,2013年11月30日,2008年1月18日,7350*2500*3400,," 325,573.36 ",," 325,573.36 ",,CILC转亚昌,永久,02680-207-16,
41,TLB（斜井）,12163130020060,自卸车（厢斗）,运输设备,SX3254BM294,25T,206,2007年11月11日,,陕西重汽,WD615．50,1507K208639,LZGEJBM487X042559,在用,2,铁路标,斜井工区,2013年11月30日,2008年1月18日,7350*2500*3400,," 325,573.36 ",," 325,573.36 ",,CILC转亚昌,永久,02679-207-16,
42,XB,12163130020062,自卸车（厢斗）,运输设备,SX3254BM294,25T,206,,,陕西重汽,WD615．50,1507J198921,LZGEJBM477X042519 ,在用,2,西  标,,2013年11月30日,2008年1月24日,7350*2500*3400,," 325,573.36 ",," 325,573.36 ",,CILC转亚昌,永久,03008-207-16,
43,TLB（斜井）,12163130020063,自卸车（厢斗）,运输设备,SX3254BM294,25T,206,,,陕西重汽,WD615．50,1507K208635 ,LZGEJBM467X042561 ,在用,2,铁路标,斜井工区,2013年11月30日,2008年1月18日,7350*2500*3400,," 325,573.36 ",," 325,573.36 ",,CILC,永久,02584-207-16,
44,TLB（出口）,12163130020067,自卸车（厢斗）,运输设备,SX3254BM294,25T,206,,,陕西重汽,WD615．50,1507J198022,LZGEJBM427X042511 ,在用,2,铁路标,隧道出口,2013年11月30日,2008年1月18日,7350*2500*3400,," 329,573.36 ",," 329,573.36 ",,CILC转亚昌,永久,02578-207-16,
45,BJY（TCC),12163130020070,自卸车（厢斗）,运输设备,SX3254BM294,25T,206,,,陕西重汽,WD615．50,1507J198930,LZGEJBM417X042533 ,闲置,4-2,贝佳亚,5#停车场,2013年11月30日,2008年1月18日,7350×2500×3400,," 329,573.36 ",," 329,573.36 ",,CILC转亚昌,永久,03115-207-16,
46,TLB4（阿福隆),12163130020072,自卸车（矿斗）,运输设备,SX3254BM294,25T,206,,,陕西重汽,WD615．50,1508A001644,LZGELBM4X8000167,闲置,4-2,铁路标,阿福隆营地,2013年11月30日,2008年4月19日,7350*2500*3400,," 355,788.18 ",," 355,788.18 ",,CILC,永久,02724-208-16,
47,BJY（TCC),12163130020073,自卸车（矿斗）,运输设备,SX3254BM294,25T,206,,,陕西重汽,WD615．50,1507G148482,LZGELBM4X7X027951,闲置,4-2,贝佳亚,5#停车场,2013年11月30日,2007年11月11日,7350×2500×3400,," 355,788.18 ",," 355,788.18 ",,CILC转亚昌,永久,02356-207-16,
48,BJY（5）,12163130020074,自卸车（矿斗）,运输设备,SX3254BM294,25T,206,2008/1/11,,陕西重汽,WD615．50,1508A001569,LZGELBM498G000211,在用,2,贝佳亚,5#营地,2013年11月30日,2008年4月19日,7350×2500×3400,," 355,788.18 ",," 355,788.18 ",,CILC转亚昌,永久,02651-208-16,
49,BJY（二）,12163130020075,自卸车（矿斗）,运输设备,SX3254BM294,25T,206,2008/1/11,,陕西重汽,WD615．50,1508A001712,LZGELBM498G000208,闲置,3,贝佳亚,二工区,2013年11月30日,2008年4月19日,7350×2500×3400,," 355,788.18 ",," 355,788.18 ",,CILC转亚昌,永久,02671-208-16,
50,TLB（路桥）,12163130020077,自卸车（矿斗）,运输设备,SX3254BM294,25T,206,2008/1/11,,陕西重汽,WD615．50,1508A001699,LZGELBM498G000175,在用,2,铁路标,路桥工区,2014年11月10日,2008年4月2日,7350*2500*3400,," 355,788.18 ",," 355,788.18 ",,CILC转亚昌,永久,00899-208-16,
51,TLB4（进口）,12163130020079,自卸车（矿斗）,运输设备,SX3254BM294,25T,206,,,陕西重汽,WD615．50,1508A001681,LZGELBM488G000202,闲置,4-2,铁路标,隧道进口,2013年11月30日,2008年4月2日,7350*2500*3400,," 194,164.88 ",," 194,164.88 ",,CILC转亚昌,永久,00888-208-16,
52,TLB4（阿福隆),12163130020083,自卸车（矿斗）,运输设备,SX3254BM294,25T,206,2008/1/11,,陕西重汽,WD615．50,1508A001689,LZGELBM478G000210,闲置,4-2,铁路标,阿福隆营地,2013年11月30日,2008年4月19日,7350*2500*3400,," 313,993.85 ",," 313,993.85 ",,CILC转亚昌,永久,02616-208-16,
53,XB,12163130020086,自卸车（矿斗）,运输设备,SX3254BM294,25T,206,2008/1/11,,陕西重汽,WD615．50,1508A001561,LZGELBM478G000174,在用,2,西  标,,2013年11月30日,2008年4月19日,7350*2500*3400,," 313,993.85 ",," 313,993.85 ",,CILC转亚昌,永久,03355-208-16,
54,BJY（进口）,12163130020087,自卸车（矿斗）,运输设备,SX3254BM294,25T,206,2008/1/11,,陕西重汽,WD615．50,1508A001059,LZGELBM478000191,在用,2,贝佳亚,隧道进口,2013年11月30日,2008年4月19日,7350×2500×3400,," 313,993.85 ",," 313,993.85 ",,CILC转亚昌,永久,02708-208-16,
55,XB,12163130020089,自卸车（矿斗）,运输设备,SX3254BM294,25T,206,2008/1/11,,陕西重汽,WD615．50,1508A001640,LZGELBM468G000201,在用,2,西  标,,2013年11月30日,2008年4月19日,7350*2500*3400,," 372,850.43 ",," 372,850.43 ",,CILC转亚昌,永久,02683-208-16,
56,BJY（8）,12163130020090,自卸车（矿斗）,运输设备,SX3254BM294,25T,206,2008/1/11,,陕西重汽,WD615．50,1508A001063,LZGELBM468G000179,闲置,3,贝佳亚,8#营地,2013年11月30日,2008年4月2日,7350×2500×3400,," 372,850.43 ",," 372,850.43 ",,CILC转亚昌,永久,00897-208-16,
57,TLB（斜井）,12163130020092,自卸车（矿斗）,运输设备,SX3254BM294,25T,206,2008/1/11,,陕西重汽,WD615．50,1507G153940,LZGELBM467X028479,在用,2,铁路标,斜井工区,2013年11月30日,2007年11月18日,7350*2500*3400,," 372,850.43 ",," 372,850.43 ",,CILC转亚昌,永久,02194-207-16,
58,TLB（进口）,12163130020094,自卸车（矿斗）,运输设备,SX3254BM294,25T,206,2008/1/11,,陕西重汽,WD615．50,1508A001700,LZGELBM458G000187,在用,2,铁路标,隧道进口,2013年11月30日,2008年4月2日,7350*2500*3400,," 372,850.43 ",," 372,850.43 ",,CILC转亚昌,永久,00873-208-16,
59,XB,12163130020095,自卸车（矿斗）,运输设备,SX3254BM294,25T,206,2008/1/11,,陕西重汽,WD615．50,1508A001684,LZGELBM458G000173,闲置,3,西  标,,2013年11月30日,2008年4月2日,7350*2500*3400,," 372,850.43 ",," 372,850.43 ",,CILC转亚昌,永久,00855-208-16,
60,TLB4（阿福隆),12163130020099,自卸车（矿斗）,运输设备,SX3254BM294,25T,206,2008/1/10,,陕西重汽,WD615．50,1508A001029,LZGELBM448G000184,闲置,4-2,铁路标,阿福隆营地,2013年11月30日,2008年4月19日,7350*2500*3400,," 370,788.19 ",," 370,788.19 ",,CILC转亚昌,永久,02670-208-16,
61,TLB（进口）,12163130020101,自卸车（矿斗）,运输设备,SX3254BM294,25T,206,2008/1/10,,陕西重汽,WD615．50,1508A001060,LZGELBM448G000178,闲置,4-2,铁路标,隧道进口,2013年11月30日,2008年4月2日,7350*2500*3400,," 372,850.43 ",," 372,850.43 ",,CILC转亚昌,永久,01015-208-16,
62,XB,12163130020105,自卸车（矿斗）,运输设备,SX3254BM294,25T,206,2008/1/10,,陕西重汽,WD615．50,1508A001019,LZGELBM438G000205,在用,2,西  标,,2013年11月30日,2008年4月19日,7350*2500*3400,," 325,241.12 ",," 325,241.12 ",,CILC转亚昌,永久,02667-208-16,
63,TLB4（阿福隆),12163130020106,自卸车（矿斗）,运输设备,SX3254BM294,25T,206,,,陕西重汽,WD615．50,1508A001675,LZGELBM438G000186,闲置,4-2,铁路标,阿福隆营地,2013年11月30日,2008年4月2日,7350*2500*3400,," 325,241.12 ",," 325,241.12 ",,CILC,永久,00856-208-16,
64,TLB（出口）,12163130020107,自卸车（矿斗）,运输设备,SX3254BM294,25T,206,2008/1/10,,陕西重汽,WD615．50,1508A001694,LZGELBM438G000172,在用,2,铁路标,隧道出口,2013年11月30日,2008年4月2日,7350*2500*3400,," 325,241.12 ",," 325,241.12 ",,CILC转亚昌,永久,01920-208-16,
65,XB（TF),12163130020108,自卸车（矿斗）,运输设备,SX3254BM294,25T,206,2008/1/10,,陕西重汽,WD615．50,1508A001679,LZGELBM438G000170,闲置,4-2,西  标,,2013年11月30日,2008年4月2日,7350*2500*3400,," 325,241.12 ",," 325,241.12 ",,CILC转亚昌,永久,00898-208-16,
66,TLB（阿福隆),12163130020110,自卸车（矿斗）,运输设备,SX3254BM294,25T,206,,,陕西重汽,WD615．50,1507G150435,LZGELBM437X028035,闲置,4-2,铁路标,阿福隆营地,2013年11月30日,2007年11月18日,7350*2500*3400,," 325,241.12 ",," 325,241.12 ",,CILC,永久,03031-207-16,
67,TLB（出口）,12163130020112,自卸车（矿斗）,运输设备,SX3254BM294,25T,206,,,陕西重汽,WD615．50,1508A001038,LZGELBM428G000194,在用,2,铁路标,隧道出口,2013年11月30日,2008年4月2日,7350*2500*3400,," 328,338.72 ",," 328,338.72 ",,CILC转亚昌,永久,00964-208-16,
68,TLB4（阿福隆),12163130020113,自卸车（矿斗）,运输设备,SX3254BM294,25T,206,2008/1/10,,陕西重汽,WD615．50,1508A001693,LZGELBM428G000177,闲置,4-2, 铁路标 ,阿福隆营地,2014年3月31日,2008年4月2日,7350*2500*3400,," 328,338.72 ",," 328,338.72 ",,CILC转亚昌,永久,00878-208-16,
69,BJY（TCC),12163130020115,自卸车（矿斗）,运输设备,SX3254BM294,25T,206,2008/1/10,,陕西重汽,WD615．50,1508A001648,LZGELBM428000163,闲置,4-2,贝佳亚,5#停车场,2014年3月4日,2008年4月19日,7350×2500×3400,," 328,338.72 ",," 328,338.72 ",,CILC转亚昌,永久,02731-208-16,
70,BJY（TCC),12163130020118,自卸车（矿斗）,运输设备,SX3254BM294,25T,206,2008/1/10,,陕西重汽,WD615．50,1508A001663,LZGELBM418G000221,闲置,4-2,贝佳亚,5#停车场,2013年11月30日,2008年4月19日,7350×2500×3400,," 317,731.16 ",," 317,731.16 ",,CILC转亚昌,永久,01856-208-16,
71,TLB（斜井）,12163130020121,自卸车（矿斗）,运输设备,SX3254BM294,25T,206,2008/1/10,,陕西重汽,WD615．50,1508A001690,LZGELBM418G000168,在用,2,铁路标,斜井工区,2013年11月30日,2008年4月19日,7350*2500*3400,," 329,573.36 ",," 329,573.36 ",,CILC转亚昌,永久,03354-208-16,
72,TLB（阿福隆),12163130020122,自卸车（矿斗）,运输设备,SX3254BM294,25T,206,2008/1/10,,陕西重汽,WD615．50,1508A001625,LZGELBM418000171,闲置,4-2,铁路标,阿福隆营地,2013年11月30日,2008年4月19日,7350*2500*3400,," 329,573.36 ",," 329,573.36 ",,CILC,永久,03678-208-16,
73,TLB（斜井）,12163130020124,自卸车（矿斗）,运输设备,SX3254BM294,25T,206,2007年8月8日,,陕西重汽,WD615．50,1507H153934,LZGELBM417X028472,在用,2,铁路标,斜井工区,2013年11月30日,2007年11月18日,7350*2500*3400,," 329,573.36 ",," 329,573.36 ",,CILC转亚昌,永久,02385-207-16,
74,TLB（斜井）,12163130020125,自卸车（矿斗）,运输设备,SX3254BM294,25T,206,2007年8月8日,,陕西重汽,WD615．50,1507G151778,LZGELBM417X028468,在用,2,铁路标,斜井工区,2013年11月30日,2007年11月18日,7350*2500*3400,," 329,573.36 ",," 329,573.36 ",,CILC转亚昌,永久,03105-207-16,
75,TLB4（阿福隆),12163130020126,自卸车（矿斗）,运输设备,SX3254BM294,25T,206,2007/5/5,,陕西重汽,WD615．50,1507G148468,LZGELBM417X027949,闲置,4-2,铁路标,阿福隆营地,2013年11月30日,2008年2月14日,7350*2500*3400,," 329,573.36 ",," 329,573.36 ",,CILC,永久,03050-207-16,
76,ZB,12163130020127,自卸车（矿斗）,运输设备,SX3254BM294,25T,206,,,陕西重汽,WD615．50,,LZGELBM417X027948,闲置,4-2,中  标,中标停车场,2013年11月30日,2009年6月28日,7350×2500×3400,," 329,573.36 ",," 329,573.36 ",,CILC转亚昌,永久,03053-207-16,
77,TLB4（阿福隆),12163130020129,自卸车（矿斗）,运输设备,SX3254BM294,25T,206,2008/1/10,,陕西重汽,WD615．50,1508A001706,LZGELBM408000176,闲置,4-2,铁路标,阿福隆营地,2013年11月30日,2008年4月19日,7350*2500*3400,," 329,573.36 ",," 329,573.36 ",,CILC,永久,02657-208-16,
78,XB,12163130020130,自卸车（矿斗）,运输设备,SX3254BM294,25T,206,,,陕西重汽,WD615．50,1507G151765,LZGELBM407X028476,闲置,3,西  标,,2013年11月30日,2007年11月18日,7350*2500*3400,," 329,573.36 ",," 329,573.36 ",,CILC转亚昌,永久,02974-207-16,
79,TLB4（阿福隆),12163130020134,自卸车（矿斗）,运输设备,SX3254BM294,25T,206,,,陕西重汽,WD615．50,1507K028654,LZGEJBM497X042554 ,闲置,4-2,铁路标,阿福隆营地,2013年11月30日,2008年1月24日,7350*2500*3400,," 317,731.16 ",," 317,731.16 ",,CILC转亚昌,永久,03007-207-16,
80,TLB4（阿福隆),12163130020135,自卸车（矿斗）,运输设备,SX3254BM294,25T,206,2007年8月8日,,陕西重汽,WD615．50,1507H152792,LZGEJBM467X029096,闲置,4-2,铁路标,阿福隆营地,2013年11月30日,2008年2月21日,7350*2500*3400,," 317,731.16 ",," 317,731.16 ",,CILC转亚昌,永久,02995-207-16,
81,TLB（阿福隆),12163130020137,自卸车（矿斗）,运输设备,SX3254BM294,25T,206,,驾驶室000180,陕西重汽,WD615．50,1507H152764,LZGEJBM447X028481,闲置,4-2,铁路标,阿福隆营地,2013年11月30日,2008年1月18日,7350*2500*3400,," 317,731.16 ",," 317,731.16 ",,CILC转亚昌,永久,02994-207-16,
82,TLB（斜井）,12163130020141,自卸车（矿斗）,运输设备,SX3254BM294,25T,206,,,陕西重汽,WD615．50,1507g45790,LIGELBM487X027950,在用,2,铁路标,斜井工区,2013年11月30日,2008年2月13日,7350*2500*3400,," 317,731.15 ",," 317,731.15 ",,CILC转亚昌,永久,03071-207-16,
83,BJY（出口）,12163130020144,自卸车（矿斗）,运输设备,SX3254BM294,25T,206,,,陕西重汽,WD615．50,1508A001666,LIGELBM448G000228,在用,2,贝佳亚,隧道出口,2014年3月6日,2008年7月3日,7350×2500×3400,," 370,788.19 ",," 370,788.19 ",,CILC转亚昌,永久,01610-208-16,
84,BJY（中标）,12163130020146,自卸车（矿斗）,运输设备,SX3254BM294,25T,206,,,陕西重汽,WD615．50,15076148483,LIGELBM447X027959,在用,2,贝佳亚,中标工地,2013年11月30日,2007年12月14日,7350×2500×3400,," 370,788.19 ",," 370,788.19 ",,CILC转亚昌,永久,02310-207-16,
85,TLB（斜井）,12163130020147,自卸车（矿斗）,运输设备,SX3254BM294,25T,206,,,陕西重汽,WD615．50,1507g148478,LIGELBM437X027953,在用,2, 铁路标 ,斜井工区,2014年3月31日,2008年2月13日,7350*2500*3400,," 370,788.17 ",," 370,788.17 ",,CILC转亚昌,永久,03046-207-16,
